2017-1	466	135	58	15	73
2018-1	295	138	44	6	50
2019-1	244	210	78	13	91
2020-1	241	193	73	10	83
2021-1	341	245	55	22	77
2017-1	256	170	70	10	80
2018-1	184	177	53	14	67
2019-1	201	171	67	11	78
2020-1	194	162	62	11	73
2021-1	235	182	60	11	71
2017-2	239	139	55	15	70
2018-2	185	151	53	8	61
2019-2	195	173	76	7	83
2020-2	250	205	82	10	92
2017-2	213	142	68	8	76
2018-2	210	159	70	8	78
2019-2	219	152	77	14	91
2020-2	249	176	103	9	112

